"AZIENDA ULSS";"ID_Unita";"Provincia ";"Comune";"Categoria                
";"Tipologia";"Descrizione materiali";"A - Friabilita";" B - Uso pubblico";" C - Accessibilita";" D - Presenza di confinamento";" I1 - Quantita di materiale stimato (Kg)";"Peso stimato friabile (kg)";"Peso stimato compatto (kg)";" I2 -
Presenza di un programma di manutenzione e controllo ";" I3 - Attivita";" I4 - 
Presenza di cause che creano o favoriscono la dispersione di fibre";" I5 - Concentrazione di fibre aerodisperse (ff/l) ";" I6 - 
Area di estensione del sito (m2)";"? Effettiva area ricompresa nel perimetro del sito  (m2)";" I7 - 
Superficie esposta allaaria (m2)";" Effettiva superficie con amianto friabile  (m2)";" Effettiva superficie con amianto compatto (m2)";" I8 - Coinvolgimento del sito in lavori di urbanizzazione";" I9 - 
Stato di conservazione delle strutture edili";" I10 - 
Tempo trascorso dalla dismissione (anni)";"Data dismissione
(gg-mm-aaa)";" I11 - 
Tipologia di amianto presente";" I12 - 
Dati epidemiologici";" I13 - 
Frequenza di utilizzo";" I14 - 
Distanza dal centro urbano (m)";"Distanza dal centro urbano (km)";" I15 - 
Densita di popolazione ";" I16 - 
Eta media dei soggetti frequentatori (anni)";"Stato della bonifica ";"Tipo di intervento ";"Costi Totali stimati dell'intervento (a)";"Fondi locali/regionali assegnati (a)";"Stima dei fabbisogni finanziari (a)";"Classe di priorita";"Coefficiente di priorita";"Punteggio Mappatura";"Coordinate X (WGS84-UTM fuso 32)";"Coordinate Y (WGS84-UTM fuso 32)"
12;464;"VENEZIA";"VENEZIA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;5;0;250;1;1;1;2;3;6133;5;0;210;1;5;1;;1;1;20;5;0;4;10;"C";"C";50000;0;0;2;0,8;848,4;760629,913;5037598,368
12;465;"VENEZIA";"VENEZIA";2;"Scuole di ogni ordine e grado";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";2;1;2,5;2,5;5;30;100;10;1;1;2;3;30;5;5;10;1;5;1;;1;1;10;5;0;4;2;"A";"C";10000;0;0;2;0,8;585,6;753993,586;5042880,841
12;466;"VENEZIA";"MARCON";2;"Uffici pubblica amministrazione";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;15;0;20000;1;1;1;5;5;1200;8;;1200;1;30;1;;1;1;20;5;0;4;2;"B";"A";22000;0;15000;3;0,7;1627,5;748230,158;5114898,037
13;467;"VENEZIA";"MIRA";1;"Edifici industriali e loro pertinenze";"Lastre di amianto piane o ondulate";1;1;1;2,5;10;0;10778;1;1;1;2;5;;8;;634;2;5;;;;1;5;1;1;2;2;"da programmare";"sostituzione";"non noto";"non noto";"non noto";4;0,4;142,20;"279061.74";"5038132.46"
13;468;"VENEZIA";"MIRA";1;"Edifici industriali e loro pertinenze";"Lastre di amianto piane o ondulate";1;1;1;2,5;;0;10778;1;1;1;2;5;;8;;634;2;5;;;;1;5;1;1;2;2;"da programmare";"sostituzione";"non noto";"non noto";"non noto";4;0,4;100,2;279061,74;5038132,46
13;469;"VENEZIA";"MIRA";1;"Edifici industriali e loro pertinenze";"Lastre di amianto piane o ondulate";1;1;1;2,5;;0;35700;1;1;1;2;3;;5;;2100;2;5;;;;1;5;1;1;2;2;"gia incapsulato ";"reincapsulamento o sostituzione";"non noto";"non noto";"non noto";4;0,4;79,2;279061,74;5038132,46
13;470;"VENEZIA";"DOLO";2;"Ospedali e case di cura";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;2,5;2,5;1;;2.500;29300;1;1;1;2;3;;5;;1500;5;5;;;;1;5;5;0;4;2;"da programmare";;"non noto";"non noto";"non noto";2;0,8;428,4;270568,432;5033833,08
13;471;"VENEZIA";"MIRANO";2;"Ospedali e case di cura";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";1;2,5;2,5;2,5;;0;3275;1;1;1;2;3;;5;;225;5;5;;;;1;5;5;0;4;2;"da programmare";"rimozione";"non noto";"non noto";"non noto";2;0,8;507,6;274466,559;5042220,187
13;472;"VENEZIA";"NOALE";2;"Ospedali e case di cura";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";1;2,5;2,5;2,5;;0;1200;1;1;1;2;3;;5;;64;5;5;;;;1;5;5;0;4;2;"da programmare";"rimozione";"non noto";"non noto";"non noto";2;0,8;507,6;276581,187;5051812,59
13;473;"VENEZIA";"MIRA";1;"Edifici industriali e loro pertinenze";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;2,5;2,5;1;;300;0;1;1;1;2;3;;5;8;;1;5;;;;10;5;5;0;4;2;"C";"C";"non noto";"non noto";"non noto";5;0,3;173,7;275937,718;5034698,173
13;474;"VENEZIA";"MIRA";1;"Edifici industriali e loro pertinenze";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;2,5;2,5;1;;2.000;0;1;1;1;2;5;;8;65;;1;5;;;;10;5;5;0;4;2;"C";"C";"non noto";"non noto";"non noto";5;0,3;188,55;275937,718;5034698,173
13;475;"VENEZIA";"MIRA";1;"Edifici industriali e loro pertinenze";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;2,5;2,5;1;;15.000;0;1;1;1;2;5;;8;487;;1;5;;;;10;5;5;0;4;2;"C";"C";"non noto";"non noto";"non noto";5;0,3;188,55;275937,718;5034698,173
13;476;"VENEZIA";"DOLO";2;"Ospedali e case di cura";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;2,5;2,5;1;;150;0;1;1;1;2;5;;8;4;;1;5;;;;1;5;5;0;4;2;"C";"C";"non noto";"non noto";"non noto";5;0,3;168,3;270568,432;5033833,08
13;477;"VENEZIA";"MIRA";2;"Edifici residenziali";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;1;1;1;;510;0;1;1;1;2;3;;5;16;;1;5;;;;1;5;5;0;4;2;"C";"C";"non noto";"non noto";"non noto";5;0,3;81,9;279080,842;5036910,024
13;478;"VENEZIA";"MIRA";2;"Edifici residenziali";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;1;1;1;;470;0;1;1;1;2;3;;5;15;;1;2;;;;1;5;5;0;4;2;"C";"C";"non noto";"non noto";"non noto";5;0,3;76,5;279337,301;5036621,096
13;479;"VENEZIA";"DOLO";2;"Scuole di ogni ordine e grado";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;2,5;2,5;1;;240;0;1;1;1;2;3;;5;4;;1;2;;;;1;5;5;0;4;2;"C";"C";"non noto";"non noto";"non noto";5;0,3;139,95;269102,459;5035918,116
13;480;"VENEZIA";"MARTELLAGO";2;"Edifici residenziali ";"Tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;1;1;1;;665;0;1;1;1;2;3;;5;10;;1;2;;;;1;5;5;0;4;2;"C";"C";"non noto";"non noto";"non noto";5;0,3;76,5;278089,298;5047571,207
13;481;"VENEZIA";"DOLO";2;"Scuole di ogni ordine e grado";"pareti";1;2,5;2,5;1;10;0;10000;1;1;1;2;3;6070;5;0;1000;1;5;1;;1;1;20;3;1;4;10;"A";"B";300000;0;0;5;0,3;262,8;741057,816;5035131,488
13;482;"VENEZIA";"CAMPOLONGO MAGGIORE";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;5;0;421;10;1;1;2;9;;5;0;24;1;5;1;;1;1;20;5;0;4;10;"A";"C";876;0;0;2;0,8;974,4;738856,08;5024211,982
13;483;"VENEZIA";"SCORZE'";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;15810;10;1;5;2;9;14000;8;0;930;1;5;1;;1;1;20;5;0;4;10;"A";"C";14500;0;0;2;0,8;1178,4;742628,255;5053246,122
13;484;"VENEZIA";"SCORZE'";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;1150;10;1;5;2;5;3800;5;0;70;1;5;1;;1;1;20;5;0;4;10;"A";"C";3000;0;0;2;0,8;1048,8;742621,791;5051772,083
13;485;"VENEZIA";"SALZANO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate; Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";1;2,5;2,5;2,5;5;0;80;10;1;1;2;3;8;5;0;2;1;5;1;;1;1;10;5;0;4;10;"A";;0;0;0;2;0,8;804;742714,497;5045703,439
13;486;"VENEZIA";"SPINEA";2;"Scuole di ogni ordine e grado";"Guarnizione bruciatore. guarnizione testa caldaia c/o centrale termica";1;2,5;2,5;1;5;0;1;10;1;1;2;5;10;5;0;0;1;5;1;;1;1;20;1;2;4;2;"A";;0;0;0;5;0,3;217,8;745366,098;5041330,558
13;487;"VENEZIA";"PIANIGA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;10;0;613;10;1;1;2;3;4160;5;0;175;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;984;736965,872;5038149,015
13;488;"VENEZIA";"DOLO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";2;2,5;2,5;1;10;0;0;1;1;1;2;5;0;5;0;0;1;5;1;;1;1;20;5;0;4;10;"B";"B";0;0;0;5;0,3;298,8;742165,351;5033651,716
13;489;"VENEZIA";"SPINEA";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;1;15;0;12750;1;1;1;5;5;34600;8;0;750;1;30;1;;3;1;20;5;0;4;10;"A";"C";20000;0;0;5;0,3;862,2;747450,875;5042729,958
13;490;"VENEZIA";"SPINEA";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;1;15;0;15538;1;1;5;5;5;9000;10;0;914;1;5;1;;1;1;20;5;0;4;10;"A";"A";16000;0;0;5;0,3;682,2;747701,921;5041731,119
13;491;"VENEZIA";"SPINEA";2;"Uffici pubblica amministrazione";"Lastre di amianto piane o ondulate";1;1;2,5;1;15;0;19550;1;1;1;2;5;3400;8;0;1150;1;5;1;;1;1;20;5;0;4;2;"B";"A";20000;0;0;5;0,3;203,85;747710,452;5042743,656
13;492;"VENEZIA";"NOALE";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;15402;1;1;1;2;5;4000;8;0;906;1;5;1;;1;1;20;5;0;2;10;"B";"A";16500;0;0;2;0,8;901,2;739937,212;5049484,15
13;493;"VENEZIA";"PIANIGA";2;"Cinema, teatri, sale convegno";"Pavimenti vinilici";1;2,5;2,5;2,5;5;0;455;10;1;1;2;3;706;5;0;130;1;5;1;;1;1;10;5;0;4;2;"A";;0;0;0;2;0,8;708;748550,255;5114373,276
13;494;"VENEZIA";"SANTA MARIA DI SALA";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;1;10;0;9800;10;1;1;2;5;2000;5;0;500;1;5;1;;1;1;20;5;0;4;10;"A";;40000;0;0;5;0,3;319,95;735258,724;5041648,617
13;495;"VENEZIA";"SANTA MARIA DI SALA";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;1;15;0;17800;10;1;1;2;5;1000;8;0;890;1;5;1;;1;1;20;5;0;4;10;"B";"B";55000;0;0;5;0,3;345,15;737174,014;5043733,875
13;496;"VENEZIA";"SANTA MARIA DI SALA";2;"Uffici pubblica amministrazione";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;4000;10;1;1;2;5;3000;5;0;200;1;5;1;;1;1;20;3;1;2;2;"A";;15000;0;0;2;0,8;736,8;736282,532;5043159,188
14;497;"VENEZIA";"CHIOGGIA";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate; coperture";1;2,5;2,5;2,5;10;44000;0;1;1;1;2;5;8190;8;4400;0;1;5;1;;1;1;20;5;0;4;10;"A";;1000000;0;0;2;0,8;961,2;757544,639;5010493,361
15;498;"PADOVA";"CITTADELLA";1;"Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;1;2,5;15;;14650;1;1;1;;5;850;8;;850;1,00;5;;;3;1;5;0;0,6;2;2;"a";;;;;3;0,7;94,85;"718306.68";"5058165.47"
15;499;"PADOVA";"SAN MARTINO DI LUPARI";1;"Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;1;2,5;15;;23000;1;1;1;;5;1350;8;;1350;1,00;5;;;3;1;5;5;0,5;2;2;"a";;;;;3;0,7;119,35;"724302.34";"5060945.7"
15;500;"PADOVA";"LOREGGIA";1;"Edifici Industriali e loro pertinenze";"tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;1;2,5;2,5;10;3600;;10;1;1;2;9;5800;5;214;;1,00;5;;;3;1;5;1;1,5;4;2;"a";;;;;2;0,8;538,80;"730454.34";"5052550.43"
15;501;"PADOVA";"LOREGGIA";1;"Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;2,5;2,5;15;;49200;10;1;1;2;5;5800;10;;2988;1,00;5;;;3;1;5;5;1,5;4;2;"a";;;;;3;0,7;606,90;"730454.34";"5052550.43"
15;502;"PADOVA";"SELVAZZANO DENTRO";1;"Edifici Industriali e loro pertinenze";"Lastre di copertura curve in cemento amianto";1;1;"1";"2.5";15;;92800;1;1;1;2;9;10000;10;;5464;1,00;5;;;3;1;5;3;1;2;2;"a";;;;;3;0,7;"#VALORE!";"720456.49";"5031974.79"
15;503;"PADOVA";"Piombino Dese";1;"? Edifici artigianali e di servizio";"lastre di amianto piane o ondulate";1;1;2,5;2,5;15;;16000;10;1;1;;5;2000;8;;940;1,00;5;;;3;1;5;1;1,5;4;2;"a";;;;;3;0,7;158,20;"732287.14";"5055958.14"
15;504;"PADOVA";"Piombino Dese";1;"? Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;1,0;2,5;15;;14400;1;1;1;;5;850;8;;850;1,00;5;;;3;1;5;3;1;4;2;"a";;;;;3;0,7;124,25;"733141.37";"5054956.09"
15;505;"PADOVA";"Villafranca Padovana";1;"? Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";2;1;1,0;2,5;15;15;166600;1;1;1;;9;12000;10;1;9800;1,00;5;;;1;1;5;5;0,5;2;2;"a";;;;;2;0,8;158,00;"718541.97";"5041941.37"
15;506;"PADOVA";"Villafranca Padovana";1;"? Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;1,0;1,0;15;;68000;10;1;1;;5;3150;8;;4000;1,00;5;;;3;1;5;1;3;2;2;"a";;;;;3;0,7;77,70;"719801.22";"5037495.49"
15;507;"PADOVA";"Vigodarzere";1;"? Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;2,5;2,5;15;;14650;1;1;1;;5;865;8;;850;1,00;5;;;3;1;5;5;0,6;2;2;"a";;;;;3;0,7;150,85;"725442.57";"5037281.15"
15;508;"PADOVA";"Vigodarzere";1;"? Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;1,0;2,5;15;;23000;10;1;1;;5;1350;5;;1350;1,00;5;;;3;1;5;5;0,5;2;2;"a";;;;;3;0,7;124,60;"725298.07";"5037949.22"
15;509;"PADOVA";"Carmignano di Brenta";1;"? Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;1,0;2,5;10;;3600;10;1;1;;5;214;5;;214;1,00;5;;;3;1;5;1;1,5;2;2;"a";;;;;3;0,7;92,75;"712269.01";"5056098.47"
15;510;"PADOVA";"Fontaniva";1;"? Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;1,0;2,5;15;;49200;1;1;1;2;5;5800;8;;2898;1,00;5;;;3;1;5;5;0,5;4;2;"a";;;;;3;0,7;431,55;"714231.56";"5057210.15"
15;511;"PADOVA";"Carmignano do Brenta";1;"? Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;1,0;2,5;15;;92800;1;1;1;2;9;10000;10;;5464;1,00;5;;;3;1;5;3;1;2;2;"a";;;;;3;0,7;372,75;"710986.19";"5056067.3"
15;512;"PADOVA";"Fontaniva";1;"? Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;1,0;2,5;15;;40000;1;1;1;2;5;6600;8;;3352;1,00;5;;;3;1;5;5;0,5;4;2;"a";;;;;3;0,7;431,55;"713704.59";"5057379.17"
15;513;"PADOVA";"Fontaniva";1;"? Edifici artigianali e di servizio";"lastre di amianto piane o ondulate";1;1;1,0;2,5;15;;5100;10;1;1;2;3;5500;5;;300;1,00;5;;;3;1;5;3;1;2;2;"a";;;;;3;0,7;329,70;"715082.93";"5056384.07"
15;514;"PADOVA";"Piazzola Sul Brenta";1;"? Edifici Industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;1,0;2,5;15;;140500;10;1;1;;9;76000;10;;8265;1,00;5;;;3;1;5;1;2;2;2;"a";;;;;3;0,7;127,05;"717736.67";"5045711.8"
15;515;"PADOVA";"Piazzola Sul Brenta";1;"? Edifici Industriali e loro pertinenze";"Corde e cartoni";2;1;2,5;1,0;5;100;;10;1;5;;9;76000;5;50;;1,00;5;;;3;1;10;1;2;2;2;"a";;;;;2;0,8;150,40;"717736.67";"5045711.8"
15;516;"PADOVA";"Campo San Martino";2;"? Uffici Pubblica Amministrazione";"Vinil Aminato";1;2,5;2,5;2,5;10;;1500;1;1;1;2;5;500;5;;500;1,00;5;;;3;1;20;5;0;4;2;"a";;;;;2;0,8;832,80;"725182.38";"5047242.85"
15;517;"PADOVA";"Cittadella";2;"centrali termiche";" giunti piatti statici e guarnizioni dinamiche per elementi sottoposti a forti sollecitazioni";2;1;2,5;2,5;5;5;;1;1;1;2;3;300;5;0,2;;1,00;5;;;3;1;5;5;0,5;4;2;"a";;;;;2;0,8;451,20;"716283.84";"5058675.82"
15;518;"PADOVA";"Campo San Martino";2;"ufficio pubblica amministrazione ";"lastre amianto piane";1;2,5;2,5;2,5;10;;5715;1;1;5;2;3;250;5;;381;1;5;;;3;1;20;5;0;4;2;"A";;3048;;;2;0,8;864,00;725182,38;5047242,85
15;519;"PADOVA";"Piazzola Sul Brenta";2;"ufficio pubblica amministrazione ";"lastre amianto piane";1;2,5;2,5;2,5;10;;7560;1;1;5;2;3;300;5;;497;1;5;;;3;1;20;5;0;4;2;"A";;3976;;;2;0,8;864,00;717460,985;5046571,86
15;520;"PADOVA";"Villanova di Camposampiero";2;"ufficio pubblica amministrazione ";"lastre amianto piane";1;2,5;2,5;2,5;10;;5265;1;1;5;2;3;1000;5;;351;1;5;;;3;1;20;5;0;4;2;"A";;;;;2;0,8;864,00;732276,326;5041814,697
15;521;"PADOVA";"Carmignano del brenta";2;"ufficio pubblica amministrazione ";"lastre amianto piane";1;2,5;2,5;2,5;10;;7830;1;1;5;2;3;500;8;;502;1;5;;;3;1;20;5;0;4;2;"A";;;;;2;0,8;900,00;710577,597;5056211,002
15;522;"PADOVA";"Tombolo";2;"ufficio pubblica amministrazione ";"lastre amianto piane";1;2,5;2,5;2,5;10;;3900;1;1;5;2;3;133;5;;249;1;5;;;3;1;20;5;0;4;2;"A";;;;;2;0,8;864,00;719983,973;5058647,918
15;523;"PADOVA";"CITTADELLA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;5;0;350;10;1;1;2;3;100;5;0;0;1;5;1;;1;1;20;5;0;4;10;"A";"C";0;0;0;2;0,8;924;716370,314;5058935,816
15;524;"PADOVA";"CAMPOSAMPIERO";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;10;0;2100;10;1;1;2;5;600;5;0;0;1;5;1;;1;1;20;5;0;4;10;"A";"C";0;0;0;2;0,8;1000,8;728882,805;5049480,318
15;525;"PADOVA";"CAMPOSAMPIERO";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;1;10;0;5300;10;1;1;2;5;1500;8;0;0;1;5;1;;1;1;20;5;0;4;10;"A";"C";0;0;0;5;0,3;329,4;728882,805;5049480,318
15;526;"PADOVA";"VIGONZA";2;"Scuole di ogni ordine e grado";"PRESENTE SOLO SULLA COLLA DEL PAVIMENTO IN LINOLEUM";1;2,5;2,5;2,5;15;0;15000;10;1;5;2;5;1361;5;0;427;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;1108,8;731567,412;5039121,704
15;527;"PADOVA";"CARMIGNANO DI BRENTA";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;12750;1;1;1;2;5;;8;0;750;1;5;1;;1;1;20;5;0;4;10;"A";"C";40000;0;0;2;0,8;1021,2;710652,397;5056252,598
15;528;"PADOVA";"CARMIGNANO DI BRENTA";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;8160;1;1;5;2;5;;5;0;480;1;5;1;;1;1;20;5;0;4;10;"A";"C";0;0;0;2;0,8;973,2;710503,562;5056352,684
15;529;"PADOVA";"CURTAROLO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;15;0;10000;1;1;1;2;5;590;8;0;590;1;5;1;;1;1;20;5;0;4;10;"A";"C";34300;0;0;3;0,7;688,8;722693,527;5043637,125
15;530;"PADOVA";"TREBASELEGHE";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;3400;10;1;1;2;3;200;5;0;200;1;5;1;01-12-2016;3;1;20;5;0;4;10;"A";"C";25000;0;0;2;0,8;996;737169,155;5055373,629
15;531;"PADOVA";"SANTA GIUSTINA IN COLLE";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;5;0;285;10;1;1;2;5;950;8;0;950;1;5;1;;1;1;20;5;0;4;10;"A";"C";0;0;0;2;0,8;976,8;747787,623;5115867,784
15;532;"PADOVA";"SANTA GIUSTINA IN COLLE";2;"Cinema, teatri, sale convegno";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;900;10;1;1;2;3;250;5;0;250;1;5;1;;1;1;20;5;0;4;10;"A";"C";0;0;0;2;0,8;984;699718,968;5047552,534
15;533;"PADOVA";"SANTA GIUSTINA IN COLLE";2;"Edifici artigianali e loro pertinenze";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;5;;300;10;1;1;2;3;80;5;;80;1;5;1;;1;1;20;5;0;4;2;"C";"C";0;0;0;2;0,8;828;726774,957;5052031,88
15;534;"PADOVA";"VILLA DEL CONTE";2;"Luoghi di culto e strutture cimiteriali";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;6400;10;1;1;2;9;;5;0;373;1;5;1;;1;1;20;5;600;2;2;"A";"C";60000;0;0;2;0,8;818,4;696054,826;5025720,125
15;535;"PADOVA";"VILLA DEL CONTE";2;"Luoghi di culto e strutture cimiteriali";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;4000;10;1;1;2;5;0;8;0;235;1;5;1;;1;1;20;5;100;2;2;"A";"C";70000;0;0;2;0,8;820,8;678916,153;5025282,302
15;536;"PADOVA";"GALLIERA VENETA";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;1050;1;1;1;2;3;61;5;0;61;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;3;0,7;599,55;737698,318;5020214,77
15;537;"PADOVA";"CAMPOSAMPIERO";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;14586;10;1;1;2;5;0;8;0;858;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;1096,8;728736,004;5050129,177
16;538;"PADOVA";"SELVAZZANO DENTRO";1;"? Edifici Industriali e loro pertinenze";"Lastre di amianto piane o ondulate";1;1;"1";"2.5";15;;150000;1;1;1;5;9;10000;10;"2100 m";0;1;5;1;;1;1;20;5;0;2;2;"B";;;;;4;0,4;"#VALORE!";"720456.57";"5031972.77"
16;539;"PADOVA";"PADOVA";2;"ALTRO (BANCA)";"tubi, canalizzazioni, contenitori";2;"1";"1";"2.5";5;150;;1;1;1;2;3;50;5;"80 m";0;1;5;1;;1;1;20;5;0;4;2;"A";;;;;4;0,4;"#VALORE!";"718711.84";"718711.84"
16;540;"PADOVA";"PADOVA";2;"Ospedali e case di cura";"tubi, canalizzazioni, contenitori";2;"2.5";"2.5";"2.5";5;150;;1;1;1;2;3;50;5;;;1;5;1;;1;1;20;5;0;4;2;"A";;;;;1;1,2;"#VALORE!";"724404.79";"5046974.22"
16;541;"PADOVA";"PADOVA";2;"Ospedali e case di cura";"tubi, canalizzazioni, contenitori";2;"2.5";"2.5";"2.5";5;150;;1;1;1;2;3;50;5;"0";"160 mq";1;5;1;;1;1;20;5;0;4;2;"A";;;;;1;1,2;"#VALORE!";"724404.79";"5046974.22"
16;542;"PADOVA";"PADOVA";2;"Ospedali e case di cura";"tubi, canalizzazioni, contenitori";2;"2.5";2,5;1;5;150;;1;1;1;2;3;50;5;"120 m";0;1;5;1;;1;1;20;5;0;4;2;"C";"C=Rimozione";;;;5;0,3;"#VALORE!";"724404.79";"5046974.22"
16;543;"PADOVA";"PADOVA";2;"Ospedali e case di cura";"tubi, canalizzazioni, contenitori";2;"2.5";"2.5";"2.5";5;150;;1;1;1;2;3;50;5;;0;1;5;1;;1;1;20;5;0;4;2;"A";;;;;1;1,2;"#VALORE!";"724404.79";"5046974.22"
16;544;"PADOVA";"PADOVA";2;"Ospedali e case di cura";"tubi, canalizzazioni, contenitori";2;"2.5";"2.5";1;5;150;;1;1;1;2;3;50;5;"60 m";0;1;5;1;"BONIFICA IN CORSO";1;1;20;5;0;4;2;"C";"C=Rimozione";;;;5;0,3;"#VALORE!";"724404.79";"5046974.22"
16;545;"PADOVA";"PADOVA";2;"Ospedali e case di cura";"tubi, canalizzazioni, contenitori";2;"2.5";2,5;1;5;150;;1;1;1;2;3;50;5;60;0;1;5;1;;1;1;20;5;0;4;2;"A";;;;;5;0,3;"#VALORE!";"724404.79";"5046974.22"
16;546;"PADOVA";"PADOVA";2;"Ospedali e case di cura";"tubi, canalizzazioni, contenitori";2;1;"2.5";"2.5";5;150;;1;1;1;2;3;50;5;"16 m";0;1;5;1;;1;1;20;5;0;4;2;"A";;;;;2;0,8;"#VALORE!";"724404.79";"5046974.22"
16;547;"PADOVA";"PADOVA";2;"Ospedali e case di cura";"tubi, canalizzazioni, contenitori";2;"2.5";1;1;5;150;;1;1;1;2;3;50;5;"25 m";0;1;5;1;;1;1;20;5;0;4;2;"A";;;;;5;0,3;"#VALORE!";"724404.79";"5046974.22"
16;548;"PADOVA";"PADOVA";2;"Ospedali e case di cura";"tubi, canalizzazioni, contenitori";2;"2.5";1;1;5;150;;1;1;1;2;3;50;5;"15 m";0;1;5;1;;1;1;20;5;0;4;2;"A";;;;;5;0,3;"#VALORE!";"724454.64";"5046965.88"
16;549;"PADOVA";"PADOVA";2;"Ospedali e case di cura";"tubi, canalizzazioni, contenitori";2;1;1;1;5;150;;1;1;1;2;3;50;5;"25 m";0;1;5;1;;1;1;20;5;0;4;2;"A";;;;;5;0,3;121,50;"724448.43";"5046962.65"
